ChargeNr;ProbeNr;Originalbez;Pflanzenteil;CN-Einwaage(mg);Ctotal(%);Ntotal(%);Ctotal(mmol/g);Ntotal(mmol/g);Ctotal(mg/g);Ntotal(mg/g);Corg/Norg(mol/mol);Corg/Norg(g/g);ICP-Einwaage(mg);ICP-ALBlind(mg/l);ICP-Al(mg/l);ICP-AlGehalt(µmol/gTM);ICP-AlGehalt(mg/gTM);ICP-CaBlind(mg/l);ICP-Ca(mg/l);ICP-CaGehalt(µmol/gTM);ICP-CaGehalt(mg/gTM);ICP-CuBlind(mg/l);ICP-Cu(mg/l);ICP-CuGehalt(µmol/gTM);ICP-CuGehalt(mg/gTM);ICP-FeBlind(mg/l);ICP-Fe(mg/l);ICP-FeGehalt(µmol/gTM);ICP-FeGehalt(mg/gTM);ICP-KBlind(mg/l);ICP-K(mg/l);ICP-KGehalt(µmol/gTM);ICP-KGehalt(mg/gTM);ICP-MgBlind(mg/l);ICP-Mg(mg/l);ICP-MgGehalt(µmol/gTM);ICP-MgGehalt(mg/gTM);ICP-MnBlind(mg/l);ICP-Mn(mg/l);ICP-MnGehalt(µmol/gTM);ICP-MnGehalt(mg/gTM);ICP-NaBlind(mg/l);ICP-Na(mg/l);ICP-NaGehalt(µmol/gTM);ICP-NaGehalt(mg/gTM);ICP-PBlind(mg/l);ICP-P(mg/l);ICP-PGehalt(µmol/gTM);ICP-PGehalt(mg/gTM);ICP-ZnBlind(mg/l);ICP-Zn(mg/l);ICP-ZnGehalt(µmol/gTM);ICP-ZnGehalt(mg/gTM);ICP-SBlind(mg/l);ICP-S(mg/l);ICP-SGehalt(µmol/gTM);ICP-SGehalt(mg/gTM);ICP-BaBlind(mg/l);ICP-Ba(mg/l);ICP-BaGehalt(µmol/gTM);ICP-BaGehalt(mg/gTM);ICP-PbBlind(mg/l);ICP-Pb(mg/l);ICP-PbGehalt(µmol/gTM);ICP-PbGehalt(mg/gTM);ICP-SrBlind(mg/l);ICP-Sr(mg/l);ICP-SrGehalt(µmol/gTM);ICP-SrGehalt(mg/gTM);ICP-LiBlind(mg/l);ICP-Li(mg/l);ICP-LiGehalt(µmol/gTM);ICP-LiGehalt(mg/gTM);ICP-BBlind(mg/l);ICP-B(mg/l);ICP-BGehalt(µmol/gTM);ICP-BGehalt(mg/gTM);ICP-CdBlind(mg/l);ICP-Cd(mg/l);ICP-CdGehalt(µmol/gTM);ICP-CdGehalt(mg/gTM);ICP-NiBlind(mg/l);ICP-Ni(mg/l);ICP-NiGehalt(µmol/gTM);ICP-NiGehalt(mg/gTM);ICP-CrBlind(mg/l);ICP-Cr(mg/l);ICP-CrGehalt(µmol/gTM);ICP-CrGehalt(mg/gTM);ICP-SiBlind(mg/l);ICP-Si(mg/l);ICP-SiGehalt(µmol/gTM);ICP-SiGehalt(mg/gTM);ICP-SbBlind(mg/l);ICP-Sb(mg/l);ICP-SbGehalt(µmol/gTM);ICP-SbGehalt(mg/gTM)
595;595001;01_SRI_0193_ab_;;4,476;44,281548;1,94505;36,89821515;1,388627115;442,81548;19,4505;26,57172307;22,76627747;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595002;01_SRI_0352_ab_;;4,289;39,285286;1,277682;32,73501042;0,912173913;392,85286;12,77682;35,88680837;30,74731115;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595003;45_SRI_MT_tr;;4,17;47,606922;0,861137;39,66912924;0,614790462;476,06922;8,61137;64,52463351;55,28379573;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595004;01_SRI_0429_ab_;;4,599;45,772266;2,008897;38,14037664;1,434209324;457,72266;20,08897;26,59331243;22,78477493;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595005;17_SRI_1896_ab_S;;4,642;38,793041;1,688895;32,32484043;1,205750696;387,93041;16,88895;26,8088922;22,96948064;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595006;17_SRI_1919_ab_;;4,503;39,181744;1,947932;32,64873261;1,390684658;391,81744;19,47932;23,47673315;20,11453377;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595007;23_SRI_2204_ab_;;4,32;43,701191;1,925022;36,41462461;1,37432855;437,01191;19,25022;26,49630222;22,70165796;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595008;23_SRI_2231_ab_P;;4,502;40,350948;2,40865;33,62298808;1,719604483;403,50948;24,0865;19,55274507;16,75251614;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595009;23_SRI_2288_ab_;;4,216;46,452526;2,14479;38,70721273;1,531227244;464,52526;21,4479;25,27855542;21,65830967;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595010;23_SRI_2432_ab_P;;4,531;38,744968;2,319629;32,28478293;1,656049832;387,44968;23,19629;19,49505523;16,7030883;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595011;23_SRI_2458_ab_;;4,497;43,752693;2,071012;36,45753937;1,478555008;437,52693;20,71012;24,65754684;21,12623828;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595012;45_SRI_4651_ab_;;4,362;38,752594;1,755001;32,29113741;1,25294567;387,52594;17,55001;25,77217686;22,08123756;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595013;45_SRI_4697_ab_P;;4,461;38,516792;1,818804;32,09465211;1,298496466;385,16792;18,18804;24,71678049;21,17698883;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595014;45_SRI_4705_ab_P;;4,163;41,710777;1,678038;34,75608449;1,197999572;417,10777;16,78038;29,01176705;24,85687273;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595015;45_SRI_4785_ab_;;4,513;43,494663;1,302611;36,24253229;0,929971443;434,94663;13,02611;38,97166151;33,3903698;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595016;45_SRI_4947_ab_P;;4,027;33,311821;1,429523;27,75753771;1,020577568;333,11821;14,29523;27,19787164;23,30275274;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595017;45_SRI_4966_ab_P nicht vorhanden;;;;;;;;;;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595018;49_SRI_5718_ab_S;;4,402;29,378933;1,205682;24,48040413;0,860771043;293,78933;12,05682;28,44008791;24,36706611;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595019;49_SRI_5891_ab_S;;4,249;42,352299;1,402453;35,29064161;1,001251517;423,52299;14,02453;35,24652998;30,19872965;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595020;49_SRI_5920_ab_S;;4,43;45,863316;1,022782;38,21624531;0,730193475;458,63316;10,22782;52,33714986;44,84173167;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595021;01_SRI_7001_ab_O;;4,291;40,221703;1,628676;33,51529289;1,162758621;402,21703;16,28676;28,82394703;24,69595119;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595022;01_SRI_7003_ab_O;;4,681;40,159603;1,238063;33,4635472;0,88388877;401,59603;12,38063;37,85945511;32,43744704;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595023;01_SRI_7005_ab_O;;4,411;42,925957;1,077096;35,76865011;0,768969801;429,25957;10,77096;46,51502578;39,85341789;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595024;01_SRI_7006_ab_O;;4,615;43,062195;1,119091;35,88217232;0,798951239;430,62195;11,19091;44,91159233;38,47961873;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595025;01_SRI_7011_ab_O;;4,304;43,54882;0,941448;36,28765936;0,672126794;435,4882;9,41448;53,98930633;46,25727603;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595026;01_SRI_7012_ab_O;;4,635;40,509895;1,047507;33,75543288;0,747845363;405,09895;10,47507;45,1369154;38,67267235;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595027;17_SRI_7046_ab_O;;4,695;41,908432;1,21726;34,92078327;0,86903691;419,08432;12,1726;40,18331427;34,42849679;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595028;17_SRI_7047_ab_O;;4,036;44,972256;1,659317;37,47375719;1,184634112;449,72256;16,59317;31,63319106;27,10287184;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595029;23_SRI_7051_ab_O;;4,475;43,691338;1,111552;36,40641447;0,79356893;436,91338;11,11552;45,87681435;39,30660734;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595030;23_SRI_7053_ab_O;;4,197;42,418518;1,217787;35,34581952;0,869413151;424,18518;12,17787;40,65480203;34,83246085;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595031;23_SRI_7054_ab_O;;4,017;41,647114;1,213846;34,70303641;0,866599557;416,47114;12,13846;40,04506593;34,31004757;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595032;23_SRI_7055_ab_O;;4,449;42,018486;1,180239;35,01248729;0,842606554;420,18486;11,80239;41,55259312;35,60167559;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595033;23_SRI_7061_ab_O;;4,295;36,822281;1,372884;30,68267728;0,980141358;368,22281;13,72884;31,30433894;26,82111599;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595034;23_SRI_7063_ab_O;;4,132;35,110371;1,291666;29,25620448;0,922157493;351,10371;12,91666;31,72582202;27,18223674;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595035;35_SRI_7117_ab_O;;4,55;38,055496;1,413006;31,71027081;1,008785607;380,55496;14,13006;31,43410313;26,93229611;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595036;35_SRI_7120_ab_O;;4,683;45,625957;1,129524;38,01846263;0,806399657;456,25957;11,29524;47,14593103;40,39396861;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595037;45_SRI_7148_ab_O;;4,258;42,876324;0,906909;35,72729273;0,647468409;428,76324;9,06909;55,17997828;47,27742695;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595038;45_SRI_7149_ab_O;;4,19;33,935188;1,043027;28,27696692;0,744646962;339,35188;10,43027;37,97365511;32,53529199;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595039;45_SRI_7154_ab_O;;4,638;36,400097;1,486932;30,33088659;1,061563504;364,00097;14,86932;28,5719003;24,4800011;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595040;45_SRI_7158_ab_;;4,383;44,699947;1,077189;37,24685193;0,769036196;446,99947;10,77189;48,43315843;41,49684689;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595041;45_SRI_7159_ab_;;4,585;43,070427;1,130955;35,88903175;0,807421289;430,70427;11,30955;44,448954;38,08323673;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595042;45_SRI_7161_ab_;;4,543;45,962715;0,973769;38,29907091;0,695201685;459,62715;9,73769;55,09058989;47,20084024;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595043;49_SRI_7187_ab_O;;4,23;44,499275;1,181559;37,0796392;0,84354894;444,99275;11,81559;43,95671365;37,66149215;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595044;49_SRI_7188_ab_O;;4,706;40,842426;0,934352;34,03251896;0,667060755;408,42426;9,34352;51,01861965;43,71203358;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595045;49_SRI_7196_ab_O;;4,133;43,311245;1,590132;36,08969669;1,135240951;433,11245;15,90132;31,79034077;27,2375155;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595046;53_SRI_7215_ab_O;;4,45;38,170181;0,94532;31,80583368;0,674891126;381,70181;9,4532;47,12735501;40,37805293;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595047;54_SRI_7216_ab_O;;4,744;35,907822;1,173327;29,92069161;0,837671878;359,07822;11,73327;35,71886843;30,60342258;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595048;55_SRI_7217_ab_O;;4,239;40,179615;1,042199;33,48022248;0,744055829;401,79615;10,42199;44,9969225;38,55272841;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595049;54_SRI_MT_ab_O;;4,675;43,528435;1,502537;36,27067328;1,072704362;435,28435;15,02537;33,81236672;28,96995881;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595050;55_SRI_MT_ab_;;4,121;44,335522;0,988307;36,94318973;0,705580781;443,35522;9,88307;52,35855444;44,86007081;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595051;49_SRI_MT.Tube2_ab_S;;4,511;44,527706;1,266251;37,10332972;0,904012994;445,27706;12,66251;41,04291641;35,16499177;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595052;01_SRI_0193_tr_;;4,143;42,929638;1,216425;35,77171736;0,86844078;429,29638;12,16425;41,19073885;35,29164396;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595053;01_SRI_0352_tr_;;4,183;41,577923;0,790911;34,64538205;0,564654102;415,77923;7,90911;61,35682351;52,56966081;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595054;01_SRI_0429_tr_;;4,518;47,73452;1,200409;39,77545205;0,857006497;477,3452;12,00409;46,41207762;39,76521336;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595055;17_SRI_1896_tr_S;;4,663;44,227364;1,018887;36,85306558;0,727412722;442,27364;10,18887;50,66321285;43,40752606;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595056;17_SRI_1919_tr_;;4,738;41,173412;1,4254;34,30831764;1,01763404;411,73412;14,254;33,71380701;28,88551424;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595057;23_SRI_2209_tr_;;4,04;47,541916;0,623826;39,61496209;0,445367316;475,41916;6,23826;88,94896557;76,21021888;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595058;23_SRI_2231_tr_P;;4,313;45,462624;1,887428;37,88236314;1,347489113;454,62624;18,87428;28,11329812;24,08707723;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595059;23_SRI_2288_tr_;;4,173;48,417671;1,208393;40,34469711;0,862706504;484,17671;12,08393;46,76526365;40,06781817;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595060;23_SRI_2432_tr_P;;4,431;42,388275;1,910388;35,32061912;1,363880917;423,88275;19,10388;25,89714299;22,18830677;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595061;23_SRI_2458_tr_;;4,313;44,887989;1,096741;37,40354054;0,782994931;448,87989;10,96741;47,76983739;40,92852278;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595062;45_SRI_4651_tr_;;4,188;47,334755;0,708298;39,4423423;0,505674306;473,34755;7,08298;77,99949861;66,82887005;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595063;45_SRI_4697_tr_P;;4,53;46,056385;1,308232;38,37712274;0,933984436;460,56385;13,08232;41,0896812;35,20505919;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
595;595064;45_SRI_4705_tr_P;;4,12;45,654579;1,475254;38,04231231;1,053226244;456,54579;14,75254;36,11979147;30,94692778;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;
